instant,atemp,casual,cnt,dteday,holiday,hum,mnth,registered,season,temp,weathersit,weekday,windspeed,workingday,yr
208,0.690667,755,4656,2011-07-27,0,0.402917,7,3901,3,0.775,1,3,0.183463,1,0
156,0.616804,1685,4906,2011-06-05,0,0.6525,6,3221,2,0.648333,2,0,0.138692,0,0
522,0.525892,968,7001,2012-06-05,0,0.613333,6,6033,2,0.540833,2,2,0.209575,1,1
407,0.210867,192,2169,2012-02-11,0,0.73125,2,1977,1,0.224167,3,6,0.289796,0,1
231,0.633221,797,4153,2011-08-19,0,0.722917,8,3356,3,0.685,2,5,0.139308,1,0
81,0.440642,460,2703,2011-03-22,0,0.624583,3,2243,2,0.441667,1,2,0.22575,1,0
394,0.272721,558,3243,2012-01-29,0,0.31125,1,2685,1,0.2825,1,0,0.24005,0,1
227,0.616167,775,4338,2011-08-15,0,0.712083,8,3563,3,0.665833,1,1,0.208954,1,0
436,0.35967,1658,4911,2012-03-11,0,0.476957,3,3253,1,0.361739,1,0,0.222587,0,1
29,0.212126,123,1098,2011-01-29,0,0.651739,1,975,1,0.196522,1,6,0.145365,0,0
182,0.652162,1246,5362,2011-07-01,0,0.39625,7,4116,3,0.7225,1,5,0.102608,1,0
172,0.637646,774,4835,2011-06-21,0,0.770417,6,4061,3,0.680833,2,2,0.171025,1,0
511,0.627529,1417,6734,2012-05-25,0,0.747083,5,5317,2,0.68,1,5,0.14055,1,1
545,0.675512,921,6879,2012-06-28,0,0.4225,6,5958,3,0.749167,1,4,0.17165,1,1
300,0.457046,240,2659,2011-10-27,0,0.812917,10,2419,4,0.47,2,4,0.197763,1,0
64,0.378779,640,2077,2011-03-05,0,0.789167,3,1437,1,0.384167,2,6,0.251871,0,0
615,0.655329,611,6203,2012-09-06,0,0.810417,9,5592,3,0.696667,2,4,0.142421,1,1
563,0.724125,1088,6830,2012-07-16,0,0.645,7,5742,3,0.763333,1,1,0.164187,1,1
37,0.291671,354,1623,2011-02-06,0,0.568333,2,1269,1,0.285833,1,0,0.1418,0,0
290,0.510725,713,4570,2011-10-17,0,0.579583,10,3857,4,0.534167,1,1,0.175379,1,0
76,0.410333,424,2744,2011-03-17,0,0.602917,3,2320,1,0.415,1,4,0.209579,1,0
9,0.116175,54,822,2011-01-09,0,0.434167,1,768,1,0.138333,1,0,0.36195,0,0
494,0.557471,738,5728,2012-05-08,0,0.685833,5,4990,2,0.581667,2,2,0.296029,1,1
357,0.377513,163,2209,2011-12-23,0,0.68625,12,2046,1,0.373333,1,5,0.274246,1,0
442,0.505046,3155,7836,2012-03-17,0,0.755833,3,4681,1,0.514167,2,6,0.110704,0,1
524,0.569442,1038,7494,2012-06-07,0,0.567083,6,6456,2,0.6025,1,4,0.15735,1,1
558,0.650271,975,7264,2012-07-11,0,0.633333,7,6289,3,0.716667,1,3,0.151733,1,1
712,0.297338,310,5319,2012-12-12,0,0.538333,12,5009,4,0.2975,2,3,0.162937,1,1
405,0.261988,163,3830,2012-02-09,0,0.562083,2,3667,1,0.265,1,4,0.194037,1,1
312,0.412246,376,4205,2011-11-08,0,0.721667,11,3829,4,0.408333,1,2,0.0690375,1,0
621,0.570075,1050,7870,2012-09-12,0,0.577083,9,6820,3,0.599167,1,3,0.131846,1,1
388,0.243058,145,2432,2012-01-23,0,0.91125,1,2287,1,0.218333,2,1,0.110708,1,1
595,0.2424,1483,7148,2012-08-17,0,0.570833,8,5665,3,0.723333,1,5,0.231354,1,1
469,0.431808,1252,6398,2012-04-13,0,0.408333,4,5146,2,0.4425,1,5,0.155471,1,1
270,0.574525,477,4120,2011-09-27,0,0.885417,9,3643,4,0.636667,2,2,0.118171,1,0
384,0.190038,130,3292,2012-01-19,0,0.4975,1,3162,1,0.19,1,4,0.220158,1,1
598,0.595967,1026,6530,2012-08-20,0,0.734167,8,5504,3,0.635833,2,1,0.129979,1,1
625,0.563125,2166,7333,2012-09-16,0,0.57,9,5167,3,0.58,1,0,0.0901833,0,1
616,0.657204,1045,7504,2012-09-07,0,0.73625,9,6459,3,0.703333,1,5,0.171646,1,1
168,0.600383,863,4844,2011-06-17,0,0.735833,6,3981,2,0.649167,1,5,0.143029,1,0
585,0.697621,1278,7273,2012-08-07,0,0.70375,8,5995,3,0.735833,2,2,0.116908,1,1
676,0.281567,466,5686,2012-11-06,0,0.567083,11,5220,4,0.280833,1,2,0.173513,1,1
354,0.396454,216,3750,2011-12-20,0,0.595417,12,3534,4,0.385833,2,2,0.0615708,1,0
708,0.389508,1153,5582,2012-12-08,0,0.91125,12,4429,4,0.381667,2,6,0.101379,0,1
258,0.553671,428,3659,2011-09-15,0,0.709167,9,3231,3,0.5775,2,4,0.271146,1,0
349,0.412237,181,3709,2011-12-15,0,0.634167,12,3528,4,0.4225,2,4,0.268042,1,0
443,0.464,2207,5892,2012-03-18,0,0.81,3,3685,1,0.4725,2,0,0.126883,0,1
335,0.305554,182,3727,2011-12-01,0,0.524583,12,3545,4,0.3125,1,4,0.220158,1,0
230,0.662258,639,3805,2011-08-18,0,0.654583,8,3166,3,0.711667,1,4,0.233208,1,0
367,0.252304,244,1951,2012-01-02,1,0.381304,1,1707,1,0.273043,1,1,0.329665,0,1
703,0.455796,555,6234,2012-12-03,0,0.7675,12,5679,4,0.4525,1,1,0.0827208,1,1
14,0.188413,54,1421,2011-01-14,0,0.537826,1,1367,1,0.16087,1,5,0.126548,1,0
683,0.323225,327,4094,2012-11-13,0,0.662917,11,3767,4,0.343333,2,2,0.342046,1,1
180,0.654688,848,5225,2011-06-29,0,0.497917,6,4377,3,0.728333,1,3,0.261821,1,0
267,0.564412,1776,5423,2011-09-24,0,0.8625,9,3647,4,0.606667,2,6,0.0783833,0,0
342,0.256938,150,3322,2011-12-08,0,0.58,12,3172,4,0.265833,1,4,0.240058,1,0
457,0.417287,2347,6041,2012-04-01,0,0.67625,4,3694,2,0.425833,2,0,0.172267,0,1
108,0.503146,669,3429,2011-04-18,0,0.5425,4,2760,2,0.5125,1,1,0.163567,1,0
235,0.606067,1281,5895,2011-08-23,0,0.455417,8,4614,3,0.640833,1,2,0.146763,1,0
424,0.353525,229,4363,2012-02-28,0,0.395833,2,4134,1,0.359167,1,2,0.193417,1,1
704,0.469054,551,6606,2012-12-04,0,0.73375,12,6055,4,0.475833,1,2,0.174129,1,1
577,0.684987,1040,7105,2012-07-30,0,0.66875,7,6065,3,0.730833,1,1,0.153617,1,1
206,0.720958,568,3840,2011-07-25,0,0.757083,7,3272,3,0.743333,1,1,0.0908083,1,0
127,0.512621,1612,4714,2011-05-07,0,0.54125,5,3102,2,0.52,1,6,0.16045,0,0
171,0.595346,699,4010,2011-06-20,0,0.74625,6,3311,2,0.635,2,1,0.155475,1,0
339,0.393925,233,3811,2011-12-05,0,0.827083,12,3578,4,0.385833,2,1,0.0622083,1,0
699,0.298422,243,5323,2012-11-29,0,0.555652,11,5080,4,0.28087,1,4,0.115522,1,1
638,0.530296,2589,8555,2012-09-29,0,0.542917,9,5966,4,0.5425,1,6,0.227604,0,1
188,0.686871,754,4592,2011-07-07,0,0.65125,7,3838,3,0.75,1,4,0.1592,1,0
93,0.378767,1651,3249,2011-04-03,0,0.48,4,1598,2,0.378333,1,0,0.182213,0,0
418,0.392667,394,4773,2012-02-22,0,0.567917,2,4379,1,0.395833,1,3,0.234471,1,1
634,0.544179,845,7538,2012-09-25,0,0.57,9,6693,4,0.55,1,2,0.236321,1,1
326,0.421696,69,1607,2011-11-22,0,0.9625,11,1538,4,0.416667,3,2,0.118792,1,0
170,0.645846,1639,4744,2011-06-19,0,0.666667,6,3105,2,0.699167,2,0,0.102,0,0
406,0.293558,227,3831,2012-02-10,0,0.54,2,3604,1,0.280833,2,5,0.116929,1,1
513,0.641425,3283,6591,2012-05-27,0,0.697083,5,3308,2,0.69,1,0,0.215171,0,1
316,0.357942,1275,4067,2011-11-12,0,0.552917,11,2792,4,0.356667,1,6,0.212062,0,0
688,0.337746,922,4669,2012-11-18,0,0.692917,11,3747,4,0.3425,1,0,0.227612,0,1
560,0.667933,1511,7499,2012-07-13,0,0.485833,7,5988,3,0.731667,2,5,0.08085,1,1
713,0.294188,425,5532,2012-12-13,0,0.485833,12,5107,4,0.295833,1,4,0.174129,1,1
586,0.707717,1263,7534,2012-08-08,0,0.672917,8,6271,3,0.75,2,3,0.1107,1,1
56,0.350461,120,1461,2011-02-25,0,0.712174,2,1341,1,0.364348,2,5,0.346539,1,0
629,0.532192,939,7720,2012-09-20,0,0.618333,9,6781,3,0.546667,1,4,0.118167,1,1
386,0.174875,67,1301,2012-01-21,0,0.83125,1,1234,1,0.173333,2,6,0.222642,0,1
158,0.65595,763,4833,2011-06-07,0,0.597917,6,4070,2,0.7075,1,2,0.187808,1,0
348,0.338362,178,3740,2011-12-14,0,0.66375,12,3562,4,0.3175,2,3,0.0609583,1,0
142,0.5745,1576,4660,2011-05-22,0,0.749583,5,3084,2,0.604167,1,0,0.148008,0,0
510,0.6067,1059,6770,2012-05-24,0,0.716667,5,5711,2,0.655,1,4,0.172896,1,1
499,0.585238,2172,6118,2012-05-13,0,0.57625,5,3946,2,0.6125,1,0,0.225117,0,1
604,0.595996,1483,5255,2012-08-26,0,0.845833,8,3772,3,0.653333,2,0,0.228858,0,1
26,0.2036,34,506,2011-01-26,0,0.8625,1,472,1,0.2175,3,3,0.29385,1,0
276,0.392046,330,3570,2011-10-03,0,0.760833,10,3240,4,0.384167,2,1,0.0833458,1,0
591,0.662254,1207,6883,2012-08-13,0,0.545417,8,5676,3,0.720833,1,1,0.136212,1,1
21,0.157833,75,1543,2011-01-21,0,0.457083,1,1468,1,0.1775,1,5,0.353242,1,0
496,0.491783,1026,6572,2012-05-10,0,0.552083,5,5546,2,0.505833,1,4,0.314063,1,1
250,0.544229,118,1996,2011-09-07,0,0.917083,9,1878,3,0.599167,3,3,0.0970208,1,0
675,0.308075,378,5259,2012-11-05,0,0.494167,11,4881,4,0.319167,1,1,0.236325,1,1
175,0.656583,969,4991,2011-06-24,0,0.573333,6,4022,3,0.724167,1,5,0.222025,1,0
637,0.585863,1045,7415,2012-09-28,0,0.69,9,6370,4,0.619167,2,5,0.164179,1,1
109,0.489258,409,3204,2011-04-19,0,0.665833,4,2795,2,0.505833,2,2,0.157971,1,0
589,0.638267,2247,6299,2012-08-11,0,0.732917,8,4052,3,0.6925,2,6,0.206479,0,1
600,0.621854,1094,7375,2012-08-22,0,0.677083,8,6281,3,0.6675,1,3,0.0702833,1,1
569,0.623125,2544,7410,2012-07-22,0,0.7625,7,4866,3,0.6675,2,0,0.0939208,0,1
716,0.369938,538,3786,2012-12-16,0,0.83875,12,3248,4,0.3625,2,0,0.100742,0,1
17,0.176771,117,1000,2011-01-17,1,0.5375,1,883,1,0.175833,2,1,0.194017,0,0
104,0.462742,529,3267,2011-04-14,0,0.540417,4,2738,2,0.4675,1,4,0.1107,1,0
717,0.4015,212,4585,2012-12-17,0,0.907083,12,4373,4,0.393333,2,1,0.0982583,1,1
102,0.493054,257,2034,2011-04-12,0,0.739167,4,1777,2,0.5025,2,2,0.274879,1,0
305,0.397088,410,4068,2011-11-01,0,0.68375,11,3658,4,0.400833,1,2,0.135571,1,0
106,0.425492,121,795,2011-04-16,0,0.888333,4,674,2,0.430833,3,6,0.340808,0,0
687,0.326383,1313,5629,2012-11-17,0,0.545417,11,4316,4,0.325,1,6,0.179729,0,1
35,0.228587,88,1708,2011-02-04,0,0.585217,2,1620,1,0.211304,2,5,0.127839,1,0
482,0.483583,475,5026,2012-04-26,0,0.756667,4,4551,2,0.498333,2,4,0.176625,1,1
147,0.637008,871,4679,2011-05-27,0,0.65375,5,3808,2,0.681667,1,5,0.240679,1,0
284,0.546096,667,4563,2011-10-11,0,0.80875,10,3896,4,0.566667,2,2,0.143042,1,0
191,0.690025,1743,4881,2011-07-10,0,0.578333,7,3138,3,0.7475,1,0,0.183471,0,0
303,0.321329,885,3331,2011-10-30,0,0.62375,10,2446,4,0.319167,1,0,0.176617,0,0
435,0.277767,968,4118,2012-03-10,0,0.350417,3,3150,1,0.2875,1,6,0.22575,0,1
329,0.380671,1095,2792,2011-11-25,0,0.64375,11,1697,4,0.375,1,5,0.0988958,1,0
272,0.574512,653,4839,2011-09-29,0,0.699167,9,4186,4,0.616667,1,4,0.172883,1,0
31,0.18625,42,1501,2011-01-31,0,0.60375,1,1459,1,0.180833,2,1,0.187192,1,0
531,0.624383,1180,7363,2012-06-14,0,0.569583,6,6183,2,0.648333,1,4,0.253733,1,1
166,0.587754,769,5180,2011-06-15,0,0.471667,6,4411,2,0.626667,1,3,0.167912,1,0
614,0.708983,832,7112,2012-09-05,0,0.74125,9,6280,3,0.736667,1,3,0.187808,1,1
48,0.428658,259,2475,2011-02-17,0,0.505,2,2216,1,0.435833,1,4,0.230104,1,0
101,0.565217,855,3348,2011-04-11,0,0.716956,4,2493,2,0.595652,2,1,0.324474,1,0
299,0.472846,404,3894,2011-10-26,0,0.720417,10,3490,4,0.484167,2,3,0.148642,1,0
480,0.405283,518,5633,2012-04-24,0,0.454167,4,5115,2,0.413333,1,2,0.249383,1,1
470,0.487996,2795,7460,2012-04-14,0,0.502917,4,4665,2,0.495,1,6,0.190917,0,1
647,0.387608,874,5478,2012-10-08,1,0.709583,10,4604,4,0.383333,2,1,0.189679,0,1
401,0.264521,318,2947,2012-02-05,0,0.687917,2,2629,1,0.265833,2,0,0.175996,0,1
364,0.318812,491,2999,2011-12-30,0,0.636667,12,2508,1,0.311667,1,5,0.134337,1,0
292,0.513848,254,2424,2011-10-19,0,0.895217,10,2170,4,0.541739,3,3,0.243339,1,0
601,0.637008,1363,7765,2012-08-23,0,0.635833,8,6402,3,0.695833,1,4,0.0845958,1,1
92,0.315637,898,2252,2011-04-02,0,0.65375,4,1354,2,0.315,2,6,0.197146,0,0
542,0.654042,1139,6779,2012-06-25,0,0.504167,6,5640,3,0.715833,1,1,0.300383,1,1
644,0.580187,1516,8156,2012-10-05,0,0.6275,10,6640,4,0.615,1,5,0.10635,1,1
430,0.241171,203,3333,2012-03-05,0,0.50625,3,3130,1,0.243333,1,1,0.228858,1,1
581,0.722867,1328,7175,2012-08-03,0,0.6425,8,5847,3,0.765833,2,5,0.215792,1,1
163,0.643325,1467,4460,2011-06-12,0,0.747917,6,2993,2,0.6925,1,0,0.163567,0,0
709,0.390146,441,3228,2012-12-09,0,0.905417,12,2787,4,0.384167,2,0,0.157975,0,1
62,0.200133,123,1685,2011-03-03,0,0.318333,3,1562,1,0.198333,1,4,0.225754,1,0
573,0.739263,1036,6861,2012-07-26,0,0.596667,7,5825,3,0.776667,1,4,0.284813,1,1
487,0.577021,653,5740,2012-05-01,0,0.659583,5,5087,2,0.613333,2,2,0.156096,1,1
124,0.40465,255,2633,2011-05-04,0,0.737083,5,2378,2,0.414167,2,3,0.328996,1,0
568,0.549912,1264,4459,2012-07-21,0,0.865417,7,3195,3,0.595833,3,6,0.2133,0,1
318,0.524612,595,4486,2011-11-14,0,0.587083,11,3891,4,0.53,1,1,0.306596,1,0
138,0.527158,536,3855,2011-05-18,0,0.87,5,3319,2,0.55,2,3,0.201492,1,0
24,0.11793,86,1416,2011-01-24,0,0.491739,1,1330,1,0.0973913,1,1,0.15833,1,0
710,0.435575,329,5170,2012-12-10,0,0.925,12,4841,4,0.435833,2,1,0.190308,1,1
32,0.23453,47,1360,2011-02-01,0,0.829565,2,1313,1,0.192174,2,2,0.053213,1,0
164,0.601654,863,5020,2011-06-13,0,0.494583,6,4157,2,0.635,1,1,0.30535,1,0
41,0.149548,47,1538,2011-02-10,0,0.437391,2,1491,1,0.144348,1,4,0.221935,1,0
559,0.654683,1032,7446,2012-07-12,0,0.529583,7,6414,3,0.715833,1,4,0.146775,1,1
478,0.389504,120,1027,2012-04-22,0,0.835417,4,907,2,0.396667,3,0,0.344546,0,1
587,0.699508,1196,7286,2012-08-09,0,0.620417,8,6090,3,0.755833,1,4,0.1561,1,1
246,0.633213,1935,4484,2011-09-03,0,0.716667,9,2549,3,0.669167,1,6,0.185325,0,0
479,0.301125,195,3214,2012-04-23,0,0.766667,4,3019,2,0.321667,2,1,0.303496,1,1
694,0.248742,532,2277,2012-11-24,0,0.404583,11,1745,4,0.278333,1,6,0.376871,0,1
565,0.745583,799,5713,2012-07-18,0,0.577083,7,4914,3,0.793333,1,3,0.137442,1,1
516,0.611129,745,6855,2012-05-30,0,0.67,5,6110,2,0.656667,2,3,0.134329,1,1
635,0.596613,787,7733,2012-09-26,0,0.630833,9,6946,4,0.635,1,3,0.2444,1,1
643,0.607975,891,7328,2012-10-04,0,0.722917,10,6437,4,0.6575,2,4,0.117546,1,1
543,0.594704,1077,7442,2012-06-26,0,0.373333,6,6365,3,0.630833,1,2,0.347642,1,1
362,0.279974,255,2302,2011-12-28,0,0.503913,12,2047,1,0.29913,1,3,0.293961,1,0
65,0.366252,114,605,2011-03-06,0,0.948261,3,491,1,0.376522,2,0,0.343287,0,0
653,0.508204,2080,6639,2012-10-14,0,0.640417,10,4559,4,0.521667,1,0,0.278612,0,1
481,0.470317,655,6196,2012-04-25,0,0.427917,4,5541,2,0.476667,1,3,0.118792,1,1
714,0.294192,429,5611,2012-12-14,0,0.642917,12,5182,4,0.281667,1,5,0.131229,1,1
154,0.587133,898,5312,2011-06-03,0,0.354167,6,4414,2,0.62,1,5,0.253121,1,0
304,0.356063,362,3669,2011-10-31,0,0.703333,10,3307,4,0.34,1,1,0.10635,1,0
451,0.43875,795,5558,2012-03-26,0,0.477917,3,4763,2,0.445833,1,1,0.386821,1,1
393,0.326379,775,4023,2012-01-28,0,0.543333,1,3248,1,0.315833,1,6,0.210829,0,1
582,0.751267,2345,6824,2012-08-04,0,0.613333,8,4479,3,0.793333,1,6,0.257458,0,1
371,0.340267,307,4098,2012-01-06,0,0.542083,1,3791,1,0.334167,1,5,0.167908,1,1
561,0.666042,2355,6969,2012-07-14,0,0.699167,7,4614,3,0.703333,2,6,0.143679,0,1
448,0.570067,2469,8362,2012-03-23,0,0.694167,3,5893,2,0.601667,2,5,0.1163,1,1
672,0.356042,618,5847,2012-11-02,0,0.522083,11,5229,4,0.355,1,5,0.266175,1,1
97,0.433696,571,3141,2011-04-07,0,0.602917,4,2570,2,0.4375,1,4,0.162312,1,0
165,0.591546,727,4891,2011-06-14,0,0.507083,6,4164,2,0.604167,1,2,0.269283,1,0
576,0.667933,2153,6597,2012-07-29,0,0.62375,7,4444,3,0.721667,1,0,0.170396,0,1
562,0.705196,1920,6031,2012-07-15,0,0.717917,7,4111,3,0.745833,1,0,0.166667,0,1
301,0.318812,456,3747,2011-10-28,0,0.585833,10,3291,4,0.330833,2,5,0.229479,1,0
656,0.450108,979,7461,2012-10-17,0,0.692917,10,6482,4,0.455833,1,3,0.101371,1,1
192,0.729804,723,4086,2011-07-11,0,0.635833,7,3363,3,0.7625,1,1,0.282337,1,0
159,0.727279,676,4401,2011-06-08,0,0.622083,6,3725,2,0.775833,1,3,0.136817,1,0
574,0.734217,1259,6904,2012-07-27,0,0.594583,7,5645,3,0.781667,1,5,0.152992,1,1
285,0.517717,217,2416,2011-10-12,0,0.90625,10,2199,4,0.543333,3,3,0.24815,1,0
431,0.255042,221,3956,2012-03-06,0,0.456667,3,3735,1,0.258333,1,2,0.200875,1,1
517,0.631329,1100,7338,2012-05-31,0,0.492917,5,6238,2,0.68,1,4,0.195279,1,1
278,0.527138,559,4826,2011-10-05,0,0.647917,10,4267,4,0.538333,1,3,0.17725,1,0
680,0.393937,2090,6536,2012-11-10,0,0.645417,11,4446,4,0.389167,1,6,0.0578458,0,1
325,0.445062,220,2765,2011-11-21,0,0.91,11,2545,4,0.4475,3,1,0.138054,1,0
715,0.338383,767,5047,2012-12-15,0,0.650417,12,4280,4,0.324167,1,6,0.10635,0,1
540,0.652792,2657,7458,2012-06-23,0,0.534583,6,4801,3,0.731667,1,6,0.179721,0,1
133,0.4943,692,4105,2011-05-13,0,0.863333,5,3413,2,0.5125,2,5,0.179725,1,0
450,0.437488,1532,4996,2012-03-25,0,0.880833,3,3464,2,0.4375,2,0,0.220775,0,1
196,0.624371,1318,5538,2011-07-15,0,0.59125,7,4220,3,0.663333,1,5,0.182833,1,0
136,0.550512,773,3958,2011-05-16,0,0.787917,5,3185,2,0.5775,1,1,0.126871,1,0
239,0.635556,226,1115,2011-08-27,0,0.85,8,889,3,0.68,2,6,0.375617,0,0
489,0.537242,764,6421,2012-05-03,0,0.768333,5,5657,2,0.56,2,4,0.133696,1,1
353,0.280933,260,3403,2011-12-19,0,0.6375,12,3143,4,0.276667,1,1,0.172896,1,0
25,0.234526,186,1985,2011-01-25,0,0.616957,1,1799,1,0.223478,2,2,0.129796,1,0
181,0.637008,1027,5515,2011-06-30,0,0.434167,6,4488,3,0.696667,1,4,0.185312,1,0
66,0.238461,244,1872,2011-03-07,0,0.551304,3,1628,1,0.261739,1,1,0.341352,1,0
321,0.323221,139,3053,2011-11-17,0,0.575833,11,2914,4,0.341667,2,4,0.305362,1,0
34,0.177878,61,1550,2011-02-03,0,0.437826,2,1489,1,0.186957,1,4,0.277752,1,0
596,0.618071,2827,7865,2012-08-18,0,0.603333,8,5038,3,0.678333,1,6,0.177867,0,1
87,0.257574,222,2028,2011-03-28,0,0.302174,3,1806,2,0.264348,1,1,0.212204,1,0
202,0.826371,632,3784,2011-07-21,0,0.69125,7,3152,3,0.815,2,4,0.222021,1,0
722,0.236113,205,1749,2012-12-22,0,0.44125,12,1544,1,0.265833,1,6,0.407346,0,1
395,0.262625,126,3624,2012-01-30,0,0.400833,1,3498,1,0.269167,1,1,0.215792,1,1
426,0.475371,325,4990,2012-03-01,0,0.615417,3,4665,1,0.485833,1,4,0.226987,1,1
673,0.323846,1029,5138,2012-11-03,0,0.49125,11,4109,4,0.343333,2,6,0.270529,0,1
399,0.309346,310,4151,2012-02-03,0,0.526667,2,3841,1,0.313333,1,5,0.178496,1,1
70,0.305,247,1977,2011-03-11,0,0.649565,3,1730,1,0.316522,2,5,0.23297,1,0
700,0.323867,362,5668,2012-11-30,0,0.649583,11,5306,4,0.298333,1,5,0.0584708,1,1
628,0.540404,788,7591,2012-09-19,0,0.536667,9,6803,3,0.5525,1,3,0.215175,1,1
498,0.544817,2622,7429,2012-05-12,0,0.480417,5,4807,2,0.564167,1,6,0.123133,0,1
536,0.654692,968,6825,2012-06-19,0,0.69,6,5857,2,0.688333,1,2,0.148017,1,1
12,0.160473,25,1162,2011-01-12,0,0.599545,1,1137,1,0.172727,1,3,0.304627,1,0
90,0.257575,179,1685,2011-03-31,0,0.918333,3,1506,2,0.268333,3,4,0.217646,1,0
428,0.413492,956,4066,2012-03-03,0,0.62125,3,3110,1,0.414167,2,6,0.161079,0,1
77,0.527009,884,3239,2011-03-18,0,0.525217,3,2355,1,0.54,1,5,0.231017,1,0
425,0.34847,65,1834,2012-02-29,0,0.804783,2,1769,1,0.344348,2,3,0.179117,1,1
294,0.423596,676,4304,2011-10-21,0,0.574167,10,3628,4,0.4275,1,5,0.221396,1,0
564,0.755683,921,6786,2012-07-17,0,0.505833,7,5865,3,0.818333,1,2,0.114429,1,1
685,0.324492,320,5445,2012-11-15,0,0.620417,11,5125,4,0.321667,2,4,0.152987,1,1
350,0.359825,178,3577,2011-12-16,0,0.500417,12,3399,4,0.375,2,5,0.260575,1,0
383,0.275254,109,3376,2012-01-18,0,0.443333,1,3267,1,0.303333,1,3,0.415429,1,1
692,0.350371,955,2425,2012-11-22,1,0.580417,11,1470,4,0.34,1,4,0.0528708,0,1
526,0.648367,2708,7498,2012-06-09,0,0.437083,6,4790,2,0.710833,1,6,0.144287,0,1
162,0.678038,1729,4966,2011-06-11,0,0.654583,6,3237,2,0.725,1,6,0.15485,0,0
474,0.457038,347,4367,2012-04-18,0,0.569167,4,4020,2,0.463333,2,3,0.167912,1,1
422,0.268308,515,3389,2012-02-26,0,0.41,2,2874,1,0.279167,1,0,0.205229,0,1
681,0.421713,2290,6852,2012-11-11,0,0.659167,11,4562,4,0.420833,1,0,0.1275,0,1
238,0.659733,768,4661,2011-08-26,0,0.76125,8,3893,3,0.7,1,5,0.0839625,1,0
3,0.189405,120,1349,2011-01-03,0,0.437273,1,1229,1,0.196364,1,1,0.248309,1,0
161,0.703292,815,4586,2011-06-10,0,0.605,6,3771,2,0.755,1,5,0.140554,1,0
275,0.345317,616,2918,2011-10-02,0,0.791667,10,2302,4,0.356667,2,0,0.222013,0,0
641,0.542333,315,4639,2012-10-02,0,0.871667,10,4324,4,0.590833,3,2,0.104475,1,1
309,0.323854,1156,3926,2011-11-05,0,0.519167,11,2770,4,0.326667,1,6,0.189062,0,0
232,0.648996,1914,5191,2011-08-20,0,0.674167,8,3277,3,0.6975,1,6,0.104467,0,0
103,0.417283,209,2162,2011-04-13,0,0.819167,4,1953,2,0.4125,2,3,0.250617,1,0
